"";"we.ep";"we.eBH";"wi.ep";"wi.eBH";"rab.all";"rab.win.With_mint";"rab.win.Without_mint";"diff.btw";"diff.win";"effect";"effect.low";"effect.high";"overlap"
"Otu0069";0,467239160972401;0,955096334144311;0,47223139911559;0,96972920937335;0,49176747992164;1,09721873578194;-0,0511139387989479;-1,16349249089606;4,59844122839162;-0,220332770460765;-4,73406716377007;2,8947036910656;0,397569451158164
"Otu0070";0,463765034286983;0,949764477949182;0,472069268048128;0,956253974402108;-0,321891624028071;0,214817493058435;-0,807837023257046;-0,94551439885916;4,12798555787666;-0,201018270394136;-4,86318006046553;3,39213999720675;0,394622730243
"Otu0071";0,344378642637598;0,940542605282538;0,313735184851913;0,954080419653492;1,16793891957994;0,329323369614144;2,11118047316805;2,10802167289215;4,76254150021475;0,378643783305928;-3,04255949771714;5,7398489653783;0,335937511545042
"Otu0073";0,47630428421575;0,955935305532241;0,478856437679967;0,971695936034417;1,32156505243522;2,18060049491517;0,85501726298159;-1,37350862860202;4,97050422804638;-0,24790572462515;-4,7417032826395;3,06243975225587;0,376736119352119
"Otu0074";0,623879603785641;0,968972039356558;0,74212338672357;0,986999971431303;2,64383033150519;3,02237522698908;2,12853929584971;-0,233760875881247;4,69719287291585;-0,0499825589556685;-4,39504941517154;4,11332154811797;0,468343453857062
"Otu0075";0,498586720659494;0,956697810234162;0,554229387340601;0,976277574228044;1,04421185641181;2,17245201686285;0,298062691353412;-1,02636976743072;5,29838312407412;-0,186724999225074;-4,90003982496752;3,03678064734055;0,415437993314568
"Otu0076";0,559168764607391;0,964451760533149;0,528930674105306;0,975601387970065;2,82372789274193;3,22868201147932;2,15160074208603;-1,00177392193944;5,21871461384434;-0,175656547357568;-5,03372877016619;3,82140511067244;0,398437506651906
"Otu0077";0,525125865326071;0,960697281986891;0,640575669734677;0,98289170327117;5,54374729834489;6,151054409588;3,82665255528714;-1,20040148680797;6,22447729511455;-0,188977437176436;-5,36538433422511;3,13535620658705;0,417172598573528
"Otu0078";0,345508708981195;0,925384794918477;0,343177961744138;0,9346561917322;0,0232014474766995;-0,65357791393785;0,932285548188882;2,10078832233039;4,76604046809756;0,36569541314727;-3,19940392794295;5,10446408130517;0,33738075727986
"Otu0079";0,432858218004056;0,948950792649546;0,442667305121349;0,965945676522301;0,598086090279369;0,153596227776798;1,37091454569186;1,60645091010527;5,0790035377703;0,302089470088796;-2,7579432107067;4,35017408642877;0,370338256762337
"Otu0080";0,553038937760223;0,961501043203739;0,581916038924311;0,975459983132741;1,35379687355183;1,18028774945735;1,60125061369867;0,686725293417247;4,03812353945808;0,147347579819258;-3,76935095708096;4,3439821605033;0,431049440659169
"Otu0082";0,483088075614062;0,954076627618377;0,47887829082682;0,965094152563157;0,727718459482253;0,346773561975908;1,17414001253108;1,0355504576468;4,17682328845575;0,207860284755698;-3,9004933022006;5,16185349100816;0,394097229184554
"Otu0083";0,646564010569386;0,96938078274865;0,737975305944056;0,985361523007068;1,88410294329364;2,09593681255428;1,70463066417297;-0,380063555581589;5,28419063004579;-0,0696167249577191;-3,96318343848063;3,84515074440573;0,46961805747041
"Otu0084";0,60408970760164;0,966758137446479;0,65587721102427;0,983054657092606;0,949805940938528;1,07288595231161;0,742530301936617;-0,141767834075485;4,50606405171163;-0,0299346521141737;-4,31328041889815;3,7129484417378;0,485243056483002
"Otu0085";0,309714276402382;0,934569908605566;0,301612312320033;0,950789029868344;0,975527155038173;0,266630028417916;2,01125911970471;2,32972489503662;5,3235834490959;0,39862555980675;-2,8865874255209;5,83868181262377;0,322916679381151
"Otu0086";0,545804064557302;0,960492596350377;0,580737093788564;0,976641097764195;0,0692078220958017;0,34311795935081;-0,334742122266997;-0,342086758870579;4,43238733979971;-0,0742193650012629;-3,93183295410773;4,15543868782263;0,460937502467929
"Otu0087";0,546541558970639;0,962050128387748;0,586034875051419;0,979750134682939;1,47086429409204;2,32154607978315;0,827019584275484;-1,07852456608353;5,61899118951748;-0,183137326829558;-5,07316895852841;3,32548641810971;0,417534727545292
"Otu0088";0,530460422959913;0,957482236063316;0,543605383587001;0,97219480109161;0,292784996817949;0,625963508663695;0,0328809056819122;-0,683503747008045;4,30346356417486;-0,13125632274639;-4,62639836383232;3,72273388389402;0,432291670997722
"Otu0089";0,441215435448218;0,950968514391012;0,425022013831756;0,956393351480558;0,767121524747047;0,285675143078094;1,373877627311;1,01749967987557;3,75378839123696;0,240288655183724;-3,23977895669932;5,49592788698737;0,370659730926376
"Otu0090";0,552812059451992;0,9619165891317;0,609572160376388;0,980770195717328;0,729764235484556;0,397658908171278;0,992592417793201;0,582280115127428;4,40638855946467;0,101655846039954;-3,6748971973827;4,41565831765194;0,438855164342019
"Otu0091";0,538329355493108;0,958332404147899;0,556179459327437;0,972180356108414;-0,0509402432172479;-0,336060223934069;0,225227997216195;0,691813325956636;4,69177495891174;0,13868560376244;-3,29586548552022;4,30826758294225;0,441840281479913
"Otu0092";0,561160428774395;0,963482274145533;0,621485499794323;0,979850699275963;0,332941754940133;0,0825430647401184;0,542662789229952;0,347429168424371;4,37271155161798;0,0608770964753572;-3,8749915834034;3,85495344584676;0,467013890969252
"Otu0093";0,255719461306938;0,935758807528865;0,252702238019334;0,953643233288413;2,54238414566191;4,54200561712743;0,64329005056823;-2,72497044177037;5,37578716867716;-0,470909457238327;-7,31003906078373;2,67042372808986;0,318300099853014
"Otu0094";0,519326396193901;0,957405203454699;0,39843942821884;0,969746412273401;3,9060059500121;3,09822684799968;4,83769169843745;1,81425282758053;5,18462184077255;0,292361021968162;-3,47096677367945;4,61139118205242;0,370659730926376
"Otu0095";0,441549870112745;0,948791735562996;0,467315083813246;0,963927392770148;0,290153314352303;-0,0738729527169948;0,814797548985941;1,54361022708141;5,02920973911717;0,254256952949875;-2,7049316095212;4,83579011185327;0,381076396804285
"Otu0096";0,521213496845059;0,956710151513997;0,576546270824763;0,973599710439775;-0,191512083075655;-0,128586059367963;-0,264925089128767;-0,0619130615270516;4,27425752328537;-0,0153148752401124;-4,11691017860737;4,05762410915776;0,489158717071921
"Otu0097";0,57119349142724;0,959465888656991;0,632056638214726;0,978226456501886;0,414038550339034;0,496737174692469;0,312275642202541;0,242172763456728;4,36135958781969;0,0413475805956671;-4,16800078375132;4,46216642918114;0,480485690730748
"Otu0098";0,424377811556562;0,944538338153468;0,449322231077746;0,954135270051093;-0,295840620177375;-0,744541007595775;0,270550742697095;1,27545407427079;4,60798359999911;0,236058037593136;-3,11105125547871;5,27700283378283;0,381944452295217
"Otu0099";0,453164453165754;0,949959824025757;0,403506787330317;0,96038428769332;1,20746980945572;0,749073869431795;2,00102629755149;1,34234161412441;4,02250911504567;0,259464445013478;-2,84909635281917;4,8650715592973;0,364267138413338
"Otu0100";0,482189043053327;0,954746227985013;0,52307965472028;0,970523916936203;-0,182007267267119;-0,363861413409602;0,0286952058701884;0,41960415269631;4,06090436000876;0,080315987575336;-3,52361664766028;4,48737841123555;0,448784725472301
"Otu0101";0,502872512219925;0,95534377114894;0,551092335972851;0,970517461341035;0,180054510482022;0,16322373609162;0,185447864432099;0,0693985977640077;3,83599185910547;0,0163517932726136;-3,76838447447599;4,39779529161478;0,491760624974557
"Otu0103";0,485434694606113;0,947196806365835;0,506305596976553;0,962655073464404;0,0382597602178869;0,53494912272619;-0,388336475370434;-0,932824530486963;4,34951930488322;-0,192544970432533;-4,52181688580309;3,45153762147224;0,401561151258959
"Otu0104";0,584136224766218;0,965870464449469;0,719945174310983;0,985255086594304;1,53728615100175;1,11147586271687;1,8444452724914;0,0280042680852564;4,49850399827252;0,00451620431803205;-4,4299426018517;4,28087797061371;0,496964440780055
"Otu0105";0,459018924471252;0,950421527501319;0,44138455753805;0,957816971268154;0,515652122967944;1,24917945397519;0,051065620899454;-1,27884288208259;4,45741711726432;-0,237306118459415;-4,56796506070055;3,24382746536291;0,370338256762337
"Otu0106";0,648498115532563;0,969995089951122;0,697359143613739;0,983128829347183;1,84504543256144;2,14236445245719;1,61421403978899;-0,807426846201166;5,67858838939378;-0,133247054238693;-4,5106865592121;3,24194917856505;0,440104170482484
